                                                  review  stars
3400   "Small shop with really good sandwiches. Ive h...    4.0
3401   "A very nice and bright place to enjoy a great...    5.0
3402   "Fantastic Indian Cuisine!!  The best in Charl...    5.0
3403   "I haven't visited this restaurant since my fi...    4.0
3404   "First and last time here. . . First, it was d...    1.0
3405   "My wife and I come in to Moms on a regular ba...    5.0
3406   "Cash only, nothing special. I ordered the egg...    1.0
3407   "Went to watch football games today. Games wer...    3.0
3408   "Due to a very high review on Yelp, my friend ...    4.0
3409   "like most people..this is above subway and po...    5.0
3410   "I'm originally from California and I was plea...    5.0
3411   "I'm just updating my review to mention that t...    1.0
3412   "I finally ate here today!  For many years, I ...    5.0
3413   "Ok I have taken my time to write this review ...    5.0
3414   "HOTEL REVIEW. . NOT RESTAURANT REVIEW.. . I s...    3.0
3415   "I love everything about this place, such as s...    5.0
3416   "Fabulous place for breakfast.   My husband ha...    5.0
3417   "Such a disappointment how a place that was on...    1.0
3418   "We were so excited to have a Popeyes chicken ...    5.0
3419   "We decided to come here instead of the ossing...    5.0
3420   "It's definitely a restaurant for the locals. ...    4.0
3421   "We usually come here every year, but the host...    1.0
3422   "This is the best place ever for some good old...    5.0
3423   "Do as the locals do. That's what brought us t...    4.0
3424   "Great service and great food!!! I really reco...    5.0
3425   "The largest chinese mall in North america, wi...    4.0
3426   "I drove from Tucson to find the two places I ...    5.0
3427   "Sadly we arrived at 7:23 on a Monday and they...    1.0
3428   "I really like the Mozzarella, pesto, tomato a...    4.0
3429   "We have eaten at New South twice now.  Once f...    5.0
3430   "It's really nice to have an authentic Filipin...    4.0
3431   "Our movie starts soon so will make this quick...    4.0
3432   "Great food! The only place in Phoenix that I ...    5.0
3433   "Soooo good! They have Indian food and ice cre...    5.0
3434   "I had a super unpleasant experience. We went ...    5.0
3435   "I've been coming to this location for two thr...    5.0
3436   "I just had brunch here on Easter Sunday with ...    4.0
3437   "No thanks, I think I'll pass.  Food is bland,...    2.0
3438   "Sugar crusted brioche buns were DELICIOUS and...    4.0
3439   "Lamesa was my first Filipino food experience,...    5.0
3440   "This place is fantastic. It had so many great...    5.0
3441   "Tucked away in what use to be a house, this i...    5.0
3442   "No thanks. That's all I can really say. The w...    4.0
3443   "Disappointed.  There were a few signature ite...    5.0
3444   "Tried this place for lunch on Saturday despit...    4.0
3445   "Great Burgers!!. Vegi Taco was very flavorful...    5.0
3446   "Had been wanting to try this place for a whil...    4.0
3447   "Utterly unimpressed and disappointing. Uninsp...    3.0
3448   "The most friendly service, beautiful waitress...    5.0
3449   "I don't entirely know why, but I'm kind of ob...    4.0
3450   "This place is very similar to Pieology at Dow...    4.0
3451   "The Hofbrauhaus is a must stop for anyone vis...    5.0
3452   "4 star ambiance . 4 star naan. 4 star eggplan...    5.0
3453   "We were happy to find this place, initially. ...    5.0
3454   "Gotta say I like to eat! Had the  Fajitas oh ...    5.0
3455   "4/12/2014 6pm I have been around the world to...    5.0
3456   "Tremendous place to have a fantastic diverse ...    5.0
3457   "Sushimon is my favorite sushi place in Vegas!...    5.0
3458   "It's a personal point of pride (and a respons...    5.0
3459   "I came in this afternoon to watch the Panther...    3.0
3460   "We have had dinner here twice on our week lon...    5.0
3461   "La's is my go to place for Thai food, and com...    4.0
3462   "Love this place. My GF and I go here a lot on...    5.0
3463   "Crab Bisque - way too salty. Eggplant Parmesa...    3.0
3464   "Every time I'm in Vegas this is where we alwa...    5.0
3465   "Let's just start off by saying I'm kinda peev...    5.0
3466   "A group of friends dined here one evening as ...    3.0
3467   "Well...once AGAIN they have raised their pric...    5.0
3468   "Terribly overrated. I'm convinced the only pe...    3.0
3469   "Now, the scenery isn't all that great. It jus...    5.0
3470   "We had such a great meal last night! It was m...    5.0
3471   "A pretty good buffet for $8.99 at lunch.  The...    4.0
3472   "Always love a pizza and salad from Barros. Th...    5.0
3473   "YUM. . . Fresh pastries and flaky croissants....    4.0
3474   "What a fun place to eat and drink! Really nic...    4.0
3475   "Best Japanese we've had in Vegas so far for a...    5.0
3476   "Sister dragged me down on a Monday afternoon....    5.0
3477   "Have had decent experiences here but always o...    1.0
3478   "Nothing great about the food. Don't get me wr...    4.0
3479   "Big restaurant with nice decor. We enjoyed th...    5.0
3480   "best breakfast in Pickering with warm friendl...    5.0
3481   "Excellent dishes and service.  I eat Indian c...    5.0
3482   "A nice restaurant with smiling faces & authen...    5.0
3483   "Large portions and very fresh and flavorful.....    5.0
3484   "I've been to a few Mediterranean places latel...    4.0
3485   "For the first timers- walk past the taco stan...    4.0
3486   "My favorite guilty pleasure. Love the egg bom...    5.0
3487   "Loved it. I had nothing but a good experience...    4.0
3488   "We went here for my husbands birthday recentl...    4.0
3489   "Went to this restaurant on a BuyTopia.  Order...    1.0
3490   "Food was ok... I had a wrap.  The cheese curd...    3.0
3491   "This place is super duper diddly aweeeesssome...    4.0
3492   "Food and service were awesome!! We had Beef R...    5.0
3493   "Love the BBQ here. One of the best Korean BBQ...    5.0
3494   "I have three words for those who are still co...    5.0
3495   "I was thoroughly unimpressed by this place. I...    1.0
3496   "Normally I wouldn't review a Wendy's because ...    4.0
3497   "Been several times, always to the bar area or...    5.0
3498   "This review is for summerlicious 2016 (dinner...    4.0
3499   "We've been here twice, once for lunch on a we...    1.0
3500   "There may be more than one GAB in the CLT air...    4.0
3501   "WOW .. what a huge disappointment. After all ...    5.0
3502   "We did the lunch buffet with unlimited champa...    4.0
3503   "Best milk shakes ever!!!! There is the vanill...    5.0
3504   "Just switched from in and out burger. More me...    5.0
3505   "I give a 4.5. This place is just plain cool. ...    4.0
3506   "First of all the staff in this place are alwa...    5.0
3507   "I love this restaurant! I have been coming he...    5.0
3508   "Bowled in a league here a few years ago.  Alw...    5.0
3509   "Came here wanting to try it for several years...    2.0
3510   "Love love love!!! This type of place I hope w...    5.0
3511   "Normally, I would be completely against waiti...    3.0
3512   "Awesome concept, awesome meal. The review may...    5.0
3513   "We had a reservation on Sunday night at 6 pm....    1.0
3514   "Great atmosphere and yummy food. The salads h...    5.0
3515   "Good french food and french vibe. . Friendly ...    4.0
3516   "This Osaka has some of the freshest sashimi i...    5.0
3517   "Came in after my girlfriend found a flyer on ...    5.0
3518   "This place is damned tasty and worth a trek o...    4.0
3519   "Hi fives to Kimpton and Hotel Palomar for bri...    4.0
3520   "This place is awesome.. between Nicole on swi...    5.0
3521   "Sehr leckeres Essen, netter Service und ein m...    5.0
3522   "Bomb! Great food, great service!. Went here f...    5.0
3523   "I fell in love with this place I've never bee...    4.0
3524   "Burger Theory is a nice Arcadia-style place i...    4.0
3525   "VooDoo has the BEST view of Vegas and the Str...    5.0
3526   "I'm not seeing any problems with this place s...    4.0
3527   "I've been here plenty of times. Each time is ...    4.0
3528   "Since Rani's came to Vegas, I've never been t...    5.0
3529   "The owner is very friendly, food is fast, ser...    5.0
3530   "The pizza took a bit of time to come but was ...    5.0
3531   "Jack in the box is more tastier in my own opi...    5.0
3532   "Cool. Great ambience... light jazzy music, an...    4.0
3533   "This place can get really busy. But it's wort...    4.0
3534   "Great little spot to meet your girlfriends fo...    4.0
3535   "Went in because it was next door to Best Buy ...    3.0
3536   "People probably come here for the atmosphere,...    4.0
3537   "Come here for excellent Italian style coffee ...    5.0
3538   "The draught beer selection is great ... and I...    4.0
3539   "We moved to Old Brooklyn last fall and had be...    4.0
3540   "My friend and I came here last evening becaus...    4.0
3541   "I had the Pace Car burger and it was good.  I...    1.0
3542   "Poor food quality, overpriced, and certainly ...    1.0
3543   "Wanted to make sure I wrote a review for this...    4.0
3544   "I had the beef burgundy - 5 stars. My guests ...    4.0
3545   "Very good food !. . 1/2 off wine on Tuesdays ...    4.0
3546   "I have eaten here several times most recently...    5.0
3547   "Im giong to have to follow up with this revie...    5.0
3548   "I only go to this place if I'm hungry with no...    5.0
3549   "This place is huge! . There's a restaurant/ca...    4.0
3550   "LaMar's is my go-to spot for fresh made daily...    5.0
3551   "One of the better Japanese restaurants I have...    4.0
3552   "We looooove it here. Eat here often & always ...    5.0
3553   "Had the Alamo with Cajun rubbed fries. It was...    5.0
3554   "Greenwood smokehouse has so much going for it...    4.0
3555   "You really have to be looking for this place ...    4.0
3556   "For now, I have to give Pub at 333 this ratin...    4.0
3557   "Awesome to have a shabu place in phx. Fresh h...    5.0
3558   "Update 12-2015. . Still good and a favorite s...    5.0
3559   "I would give between 4 and 4,5 stars consider...    4.0
3560   "Einmal waren ich und meine Frau (Thailänderin...    4.0
3561   "This place is awesome! There is something for...    5.0
3562   "Lee's Sandwiches is definitely cheap.  When y...    5.0
3563   "Nobu, located in the Hard Rock Cafe, is perfe...    5.0
3564   "Lobster potstickers make it worth the trip al...    5.0
